benchmark_sequence,original_sequence,filename,scenario,category,sha256,valid_andes_count,false_label_count,labels_json,size_bytes,width,height
282,269,269_multi_mixed.jpg,multi_mixed_3,multi_mixed,7dac32ab8569967418521cc9725aa5a17921f5261fb55867a9225d872d16b971,2,1,"[{kind: item, valid_andes: true, payload: ASI-ZU24XD|18, display: ASI-ZU24XD, qty: 18}, {kind: item, valid_andes: true, payload: ASI-EXG2US|96, display: ASI-EXG2US, qty: 96}, {kind: false, valid_andes: false, payload: X0029, display: X-0029}]",102545,1200,1000
283,203,203_item.jpg,item_single_valid,item,85e6aac91002113e42c847f6f34a14010f054ca0ecea61c8068c1975b73db90c,1,0,"[{kind: item, valid_andes: true, payload: ASI-XG6G7A|5, display: ASI-XG6G7A, qty: 5}]",57426,1200,1000
284,76,076_position.jpg,position_single_valid,position,9cfcb5934d1894b44e914430acc89f3a091fbd954c952fd765a85f8b9bd4fa1c,1,0,"[{kind: position, valid_andes: true, payload: ASP-A03-B03-P02-R, display: ASP-A03-B03-P02-R}]",61350,1200,1000
285,204,204_item.jpg,item_single_valid,item,2e8965a9522680d0a5e07a59413e7b9c5722d316a7bb240191c19b7335aeb9e5,1,0,"[{kind: item, valid_andes: true, payload: ASI-4KE8SX|96, display: ASI-4KE8SX, qty: 96}]",58906,1200,1000
286,299,299_multi_false.jpg,multi_false_3,multi_false,19634e087915746cc18afc7a369994bec6c4540cef31a9aa04433769644b6c00,0,3,"[{kind: false, valid_andes: false, payload: FAKE0100, display: FAKE-0100}, {kind: false, valid_andes: false, payload: X0101, display: X-0101}, {kind: false, valid_andes: false, payload: BAD0102, display: BAD-0102}]",103142,1200,1000
287,77,077_position.jpg,position_single_valid,position,07e35600f6e4027ae4fc7af77ad0bf67b53048c53baaf1382d54ed1f58c3eea7,1,0,"[{kind: position, valid_andes: true, payload: ASP-A03-B03-P03-L, display: ASP-A03-B03-P03-L}]",60734,1200,1000
288,205,205_item.jpg,item_single_valid,item,3ff10c155eb4757ee0289a4d987426e29a135aadaf259b4915d1367a535c4267,1,0,"[{kind: item, valid_andes: true, payload: ASI-3FX2W9|60, display: ASI-3FX2W9, qty: 60}]",57713,1200,1000
289,239,239_multi_true.jpg,multi_true_3,multi_true,e2c99398259ce79e2fa101c1adce585f6a8b5dfe7f39851be7b006149fd77757,3,0,"[{kind: position, valid_andes: true, payload: ASP-A05-B01-P01-R, display: ASP-A05-B01-P01-R}, {kind: item, valid_andes: true, payload: ASI-734GW5|18, display: ASI-734GW5, qty: 18}, {kind: position, valid_andes: true, payload: ASP-A05-B01-P02-L, display: ASP-A05-B01-P02-L}]",112289,1200,1000
290,206,206_item.jpg,item_single_valid,item,812145ad713de10efd4620474bdfe1c4afb5bafbd9b2c9229602aed169490c7d,1,0,"[{kind: item, valid_andes: true, payload: ASI-CERUQF|30, display: ASI-CERUQF, qty: 30}]",57545,1200,1000
291,78,078_position.jpg,position_single_valid,position,06de9b7d62890ab30a19d4c73228200ad0025ee4bffaa2c30c38c7fd300aefd4,1,0,"[{kind: position, valid_andes: true, payload: ASP-A03-B03-P03-R, display: ASP-A03-B03-P03-R}]",60766,1200,1000
292,207,207_item.jpg,item_single_valid,item,b5d9349c790fc4d9c0ce58f1d30fd84c474605e5b766e75bce4bf66cea2c5a7f,1,0,"[{kind: item, valid_andes: true, payload: ASI-GG6LVB|2, display: ASI-GG6LVB, qty: 2}]",56277,1200,1000
293,270,270_multi_mixed.jpg,multi_mixed_3,multi_mixed,483439102bed308fb5d5bc6ce3c66e4e9842fea6f45c89e97bce113e013a6f33,2,1,"[{kind: position, valid_andes: true, payload: ASP-A05-B04-P01-R, display: ASP-A05-B04-P01-R}, {kind: item, valid_andes: true, payload: ASI-KXFKYV|24, display: ASI-KXFKYV, qty: 24}, {kind: false, valid_andes: false, payload: BAD0030, display: BAD-0030}]",107263,1200,1000
294,79,079_position.jpg,position_single_valid,position,8b3006a999f7ea9fa60cffae7d646d3f9961410325ad4a8a8d7495bea0dc17a9,1,0,"[{kind: position, valid_andes: true, payload: ASP-A03-B04-P01-L, display: ASP-A03-B04-P01-L}]",62078,1200,1000
295,208,208_item.jpg,item_single_valid,item,11c73e70016730e19c12097b63b763e7a8a449ac71544de79d6a9fe050b42053,1,0,"[{kind: item, valid_andes: true, payload: ASI-WDUYZ5|5, display: ASI-WDUYZ5, qty: 5}]",57595,1200,1000
296,300,300_multi_false.jpg,multi_false_3,multi_false,d9b5c91522f5a98bcc283e31a5bdf30a1d223a3d376a4f0e0b9a89955331b8d6,0,3,"[{kind: false, valid_andes: false, payload: POSX0103, display: POSX-0103}, {kind: false, valid_andes: false, payload: FAKE0104, display: FAKE-0104}, {kind: false, valid_andes: false, payload: X0105, display: X-0105}]",105587,1200,1000
297,209,209_item.jpg,item_single_valid,item,d1daad632d47a64610489ae79cb108d83044f523f739ba13410d21920cbced0d,1,0,"[{kind: item, valid_andes: true, payload: ASI-R4MLMF|96, display: ASI-R4MLMF, qty: 96}]",57297,1200,1000
298,80,080_position.jpg,position_single_valid,position,c0e38c1c5986d0da60bd9042b4911a5cdac8745cb9b7b9e71ac941005500ae96,1,0,"[{kind: position, valid_andes: true, payload: ASP-A03-B04-P01-R, display: ASP-A03-B04-P01-R}]",62160,1200,1000
299,210,210_item.jpg,item_single_valid,item,1e2ed2811a74e2a5a0002cdb1f0a9c2fe41f908e4c24d5d66f4779ecf7aa1afd,1,0,"[{kind: item, valid_andes: true, payload: ASI-2R9KQ7|12, display: ASI-2R9KQ7, qty: 12}]",57981,1200,1000
300,240,240_multi_true.jpg,multi_true_3,multi_true,c41774ed3e20d61bc256610ee3021372604e2107a8a9461f778a375bf1f2b0aa,3,0,"[{kind: position, valid_andes: true, payload: ASP-A05-B01-P02-R, display: ASP-A05-B01-P02-R}, {kind: item, valid_andes: true, payload: ASI-SZK8EF|3, display: ASI-SZK8EF, qty: 3}, {kind: position, valid_andes: true, payload: ASP-A05-B01-P03-L, display: ASP-A05-B01-P03-L}]",111018,1200,1000
